TUCASEID,TULINENO,GEREG,GEDIV,GESTFIPS,GTMETSTA,GTCBSA,GTCO,HEFAMINC
20160301160620,3,3,7,40,1,46140,000,1
20160301160621,1,3,5,13,1,12060,117,14
20160301160621,2,3,5,13,1,12060,117,14
20160301160621,3,3,5,13,1,12060,117,14
20160301160625,1,1,1,25,1,14460,017,14
20160301160625,2,1,1,25,1,14460,017,14
20160301160625,3,1,1,25,1,14460,017,14
20160301160625,4,1,1,25,1,14460,017,14
20160301160630,1,3,5,51,1,49020,000,15
20160301160630,2,3,5,51,1,49020,000,15
20160301160630,3,3,5,51,1,49020,000,15
20160301160630,4,3,5,51,1,49020,000,15
20160301160630,5,3,5,51,1,49020,000,15
20160301160630,6,3,5,51,1,49020,000,15
20160301160635,1,3,7,48,1,19100,000,9
20160301160636,1,2,3,18,2,00000,000,1
20160301160636,2,2,3,18,2,00000,000,1
20160301160636,3,2,3,18,2,00000,000,1
20160301160640,1,2,3,55,2,00000,000,14
20160301160640,2,2,3,55,2,00000,000,14
20160301160640,3,2,3,55,2,00000,000,14
20160301160641,1,2,4,27,1,33460,000,7
20160301160641,2,2,4,27,1,33460,000,7
20160301160641,3,2,4,27,1,33460,000,7
20160301160641,4,2,4,27,1,33460,000,7
20160301160642,1,4,8,56,1,00000,000,13
20160301160642,2,4,8,56,1,00000,000,13
20160301160642,3,4,8,56,1,00000,000,13
20160301160642,4,4,8,56,1,00000,000,13
20160301160645,1,3,7,40,1,36420,000,7
20160301160646,1,1,1,25,1,44140,013,12
20160301160646,2,1,1,25,1,44140,013,12
20160301160646,3,1,1,25,1,44140,013,12
20160301160646,4,1,1,25,1,44140,013,12
20160301160650,1,2,3,18,1,26900,063,14
20160301160650,2,2,3,18,1,26900,063,14
20160301160650,3,2,3,18,1,26900,063,14
20160301160651,1,2,3,17,1,16980,000,7
20160301160651,2,2,3,17,1,16980,000,7
20160301160653,1,2,4,27,1,33460,000,11
20160301160653,2,2,4,27,1,33460,000,11
20160301160653,3,2,4,27,1,33460,000,11
20160301160667,1,2,3,26,1,11460,161,14
20160301160667,2,2,3,26,1,11460,161,14
20160301160667,3,2,3,26,1,11460,161,14
20160301160667,4,2,3,26,1,11460,161,14
20160301160667,5,2,3,26,1,11460,161,14
20160301160671,1,4,9,53,1,28420,000,14
20160301160671,2,4,9,53,1,28420,000,14
20160301160671,3,4,9,53,1,28420,000,14
20160301160671,4,4,9,53,1,28420,000,14
20160301160671,5,4,9,53,1,28420,000,14
20160301160671,6,4,9,53,1,28420,000,14
20160301160673,1,2,3,17,1,00000,000,13
20160301160673,2,2,3,17,1,00000,000,13
20160301160673,3,2,3,17,1,00000,000,13
20160301160673,4,2,3,17,1,00000,000,13
20160301160676,1,2,3,26,1,19820,163,13
20160301160676,2,2,3,26,1,19820,163,13
20160301160676,3,2,3,26,1,19820,163,13
20160301160681,1,3,7,48,1,19100,000,16
20160301160681,2,3,7,48,1,19100,000,16
20160301160681,3,3,7,48,1,19100,000,16
20160301160692,1,3,7,22,1,12940,033,7
20160301160693,1,2,4,29,1,41180,189,10
20160301160693,2,2,4,29,1,41180,189,10
20160301160693,3,2,4,29,1,41180,189,10
20160301160693,4,2,4,29,1,41180,189,10
20160301160696,1,3,7,48,1,32580,215,3
20160301160696,2,3,7,48,1,32580,215,3
20160301160696,3,3,7,48,1,32580,215,3
20160301160696,4,3,7,48,1,32580,215,3
20160301160697,1,1,2,34,1,35620,031,15
20160301160697,2,1,2,34,1,35620,031,15
20160301160697,3,1,2,34,1,35620,031,15
20160301160697,4,1,2,34,1,35620,031,15
20160301160700,1,3,5,12,1,33100,099,7
20160301160700,2,3,5,12,1,33100,099,7
20160301160700,3,3,5,12,1,33100,099,7
20160301160701,1,4,8,8,1,14500,013,6
20160301160701,2,4,8,8,1,14500,013,6
20160301160701,4,4,8,8,1,14500,013,6
20160301160706,1,4,9,6,1,23420,019,14
20160301160706,2,4,9,6,1,23420,019,14
20160301160706,3,4,9,6,1,23420,019,14
20160301160706,4,4,9,6,1,23420,019,14
20160301160707,1,3,7,48,1,18580,000,1
20160301160707,2,3,7,48,1,18580,000,1
20160301160708,1,3,5,12,1,33100,086,1
20160301160708,2,3,5,12,1,33100,086,1
20160301160708,3,3,5,12,1,33100,086,1
20160301160713,1,4,9,6,1,31080,037,11
20160301160713,2,4,9,6,1,31080,037,11
20160301160713,3,4,9,6,1,31080,037,11
20160301160713,4,4,9,6,1,31080,037,11
20160301160713,5,4,9,6,1,31080,037,11
20160301160727,1,3,7,48,1,26420,000,13
20160301160727,2,3,7,48,1,26420,000,13
20160301160728,1,3,7,48,1,19100,000,16
20160301160728,2,3,7,48,1,19100,000,16
20160301160728,3,3,7,48,1,19100,000,16
20160301160728,4,3,7,48,1,19100,000,16
20160301160730,1,1,1,25,1,49340,027,12
20160301160730,2,1,1,25,1,49340,027,12
20160301160736,1,3,6,28,2,00000,000,3
20160301160738,1,2,3,17,1,16060,000,4
20160301160738,2,2,3,17,1,16060,000,4
20160301160744,1,1,2,36,1,35620,000,1
20160301160744,2,1,2,36,1,35620,000,1
20160301160746,1,3,6,28,2,00000,000,6
20160301160746,2,3,6,28,2,00000,000,6
20160301160747,1,3,7,48,1,26420,000,15
20160301160747,2,3,7,48,1,26420,000,15
20160301160747,3,3,7,48,1,26420,000,15
20160301160747,4,3,7,48,1,26420,000,15
20160301160751,1,3,6,21,2,00000,000,6
20160301160751,2,3,6,21,2,00000,000,6
20160301160752,1,4,8,8,1,14500,013,15
20160301160752,2,4,8,8,1,14500,013,15
20160301160752,3,4,8,8,1,14500,013,15
20160301160752,4,4,8,8,1,14500,013,15
20160301160753,1,3,5,12,1,33100,099,1
20160301160754,1,2,3,26,1,00000,000,6
20160301160756,1,2,4,46,1,43620,000,6
20160301160756,2,2,4,46,1,43620,000,6
20160301160756,3,2,4,46,1,43620,000,6
20160301160756,4,2,4,46,1,43620,000,6
20160301160759,1,3,7,48,1,17780,041,6
20160301160759,2,3,7,48,1,17780,041,6
20160301160759,3,3,7,48,1,17780,041,6
20160301160759,4,3,7,48,1,17780,041,6
20160301160760,1,3,7,48,1,26420,000,13
20160301160760,2,3,7,48,1,26420,000,13
20160301160762,1,3,5,37,1,24140,191,3
20160301160762,2,3,5,37,1,24140,191,3
20160301160762,3,3,5,37,1,24140,191,3
20160301160762,4,3,5,37,1,24140,191,3
20160301160762,5,3,5,37,1,24140,191,3
20160301160765,1,2,3,55,1,39540,101,1
20160301160765,2,2,3,55,1,39540,101,1
20160301160765,3,2,3,55,1,39540,101,1
20160301160765,4,2,3,55,1,39540,101,1
20160301160765,5,2,3,55,1,39540,101,1
20160301160773,1,2,4,19,1,16300,113,10
20160301160773,2,2,4,19,1,16300,113,10
20160301160773,3,2,4,19,1,16300,113,10
20160301160773,4,2,4,19,1,16300,113,10
20160301160775,1,3,6,1,1,13820,000,9
20160301160775,2,3,6,1,1,13820,000,9
20160301160775,3,3,6,1,1,13820,000,9
20160301160775,4,3,6,1,1,13820,000,9
20160301160775,5,3,6,1,1,13820,000,9
20160301160779,1,3,5,13,1,12060,057,2
20160301160785,1,3,6,47,1,17300,125,16
20160301160785,2,3,6,47,1,17300,125,16
20160301160789,1,1,2,34,1,35620,013,16
20160301160789,2,1,2,34,1,35620,013,16
20160301160789,3,1,2,34,1,35620,013,16
20160301160789,4,1,2,34,1,35620,013,16
20160301160790,1,3,6,1,1,13820,000,14
20160301160790,2,3,6,1,1,13820,000,14
20160301160793,1,1,2,42,1,37980,101,7
20160301160794,1,3,5,37,2,00000,000,1
20160301160795,1,3,5,13,1,12060,135,10
20160301160795,2,3,5,13,1,12060,135,10
20160301160795,3,3,5,13,1,12060,135,10
20160301160799,1,3,5,24,1,47900,031,16
20160301160799,2,3,5,24,1,47900,031,16
20160301160799,3,3,5,24,1,47900,031,16
20160301160801,1,2,3,17,1,16980,000,13
20160301160801,2,2,3,17,1,16980,000,13
20160301160801,3,2,3,17,1,16980,000,13
20160301160801,4,2,3,17,1,16980,000,13
20160301160803,1,1,1,25,1,44140,013,14
20160301160803,2,1,1,25,1,44140,013,14
20160301160803,3,1,1,25,1,44140,013,14
20160301160803,4,1,1,25,1,44140,013,14
20160301160804,1,3,6,47,1,28940,093,6
20160301160804,2,3,6,47,1,28940,093,6
20160301160804,3,3,6,47,1,28940,093,6
20160301160804,4,3,6,47,1,28940,093,6
20160301160805,1,3,6,1,2,00000,000,14
20160301160805,2,3,6,1,2,00000,000,14
20160301160805,3,3,6,1,2,00000,000,14
20160301160805,4,3,6,1,2,00000,000,14
20160301160808,1,1,2,36,1,35620,061,11
20160301160810,1,3,6,47,1,34980,000,15
20160301160810,2,3,6,47,1,34980,000,15
20160301160810,3,3,6,47,1,34980,000,15
20160301160812,1,1,2,36,1,15380,000,2
20160301160812,2,1,2,36,1,15380,000,2
20160301160812,3,1,2,36,1,15380,000,2
20160301160812,4,1,2,36,1,15380,000,2
20160301160812,5,1,2,36,1,15380,000,2
20160301160815,1,2,3,26,1,19820,099,8
20160301160815,2,2,3,26,1,19820,099,8
20160301160815,3,2,3,26,1,19820,099,8
20160301160816,1,3,6,21,1,00000,000,16
20160301160816,2,3,6,21,1,00000,000,16
20160301160816,3,3,6,21,1,00000,000,16
20160301160816,4,3,6,21,1,00000,000,16
20160301160818,1,2,3,17,1,16980,000,11
20160301160818,2,2,3,17,1,16980,000,11
20160301160818,3,2,3,17,1,16980,000,11
20160301160818,4,2,3,17,1,16980,000,11
20160301160818,5,2,3,17,1,16980,000,11
20160301160819,1,3,5,12,1,00000,000,10
20160301160819,2,3,5,12,1,00000,000,10
20160301160819,3,3,5,12,1,00000,000,10
20160301160819,4,3,5,12,1,00000,000,10
20160301160831,1,3,5,51,1,47260,810,9
20160301160831,2,3,5,51,1,47260,810,9
20160301160836,1,3,6,28,1,27140,000,11
20160301160836,2,3,6,28,1,27140,000,11
20160301160836,3,3,6,28,1,27140,000,11
20160301160843,1,3,5,45,1,24860,000,16
20160301160843,2,3,5,45,1,24860,000,16
20160301160843,3,3,5,45,1,24860,000,16
20160301160843,4,3,5,45,1,24860,000,16
20160301160844,1,3,5,12,1,33100,086,5
20160301160844,2,3,5,12,1,33100,086,5
20160301160849,1,3,5,12,1,33100,011,5
20160301160849,2,3,5,12,1,33100,011,5
20160301160849,3,3,5,12,1,33100,011,5
20160301160852,1,2,3,18,2,00000,000,7
20160301160852,2,2,3,18,2,00000,000,7
20160301160852,3,2,3,18,2,00000,000,7
20160301160853,1,1,2,34,1,12100,000,8
20160301160857,1,4,8,8,1,14500,013,11
20160301160860,1,2,4,27,1,33460,003,10
20160301160860,2,2,4,27,1,33460,003,10
20160301160863,1,3,6,1,2,00000,000,7
20160301160863,2,3,6,1,2,00000,000,7
20160301160863,3,3,6,1,2,00000,000,7
20160301160874,1,3,5,37,2,00000,000,6
20160301160874,2,3,5,37,2,00000,000,6
20160301160875,1,3,7,22,1,12940,033,15
20160301160875,2,3,7,22,1,12940,033,15
20160301160875,3,3,7,22,1,12940,033,15
20160301160875,4,3,7,22,1,12940,033,15
20160301160876,1,3,5,37,1,24140,191,14
20160301160876,2,3,5,37,1,24140,191,14
20160301160876,3,3,5,37,1,24140,191,14
20160301160876,4,3,5,37,1,24140,191,14
20160301160876,5,3,5,37,1,24140,191,14
20160301160876,6,3,5,37,1,24140,191,14
20160301160876,7,3,5,37,1,24140,191,14
20160301160876,8,3,5,37,1,24140,191,14
20160301160878,1,4,8,4,1,38060,013,14
20160301160881,1,3,7,48,1,32580,215,12
20160301160881,2,3,7,48,1,32580,215,12
20160301160881,3,3,7,48,1,32580,215,12
20160301160883,1,1,2,42,1,38300,003,13
20160301160883,2,1,2,42,1,38300,003,13
20160301160883,3,1,2,42,1,38300,003,13
20160301160883,4,1,2,42,1,38300,003,13
20160301160886,1,3,5,12,1,23540,000,15
20160301160886,2,3,5,12,1,23540,000,15
20160301160886,3,3,5,12,1,23540,000,15
20160301160887,1,4,8,30,1,13740,111,7
20160301160888,1,2,3,26,1,24340,081,7
20160301160893,1,3,5,12,1,33100,011,16
20160301160893,2,3,5,12,1,33100,011,16
20160301160893,3,3,5,12,1,33100,011,16
20160301160900,1,4,9,6,1,31080,037,15
20160301160900,2,4,9,6,1,31080,037,15
20160301160900,3,4,9,6,1,31080,037,15
20160301160900,4,4,9,6,1,31080,037,15
20160301160900,5,4,9,6,1,31080,037,15
20160301160900,6,4,9,6,1,31080,037,15
20160301160900,7,4,9,6,1,31080,037,15
20160301160903,1,4,9,6,1,31080,059,14
20160301160903,2,4,9,6,1,31080,059,14
20160301160903,3,4,9,6,1,31080,059,14
20160301160903,4,4,9,6,1,31080,059,14
20160301160905,1,3,5,12,1,33100,099,12
20160301160905,2,3,5,12,1,33100,099,12
20160301160918,1,3,5,45,1,16740,000,16
20160301160918,2,3,5,45,1,16740,000,16
20160301160918,3,3,5,45,1,16740,000,16
20160301160919,1,3,6,47,1,16860,000,7
20160301160919,2,3,6,47,1,16860,000,7
20160301160919,3,3,6,47,1,16860,000,7
20160301160919,4,3,6,47,1,16860,000,7
20160301160919,5,3,6,47,1,16860,000,7
20160301160921,1,1,1,25,1,14460,017,8
20160301160921,2,1,1,25,1,14460,017,8
20160301160921,3,1,1,25,1,14460,017,8
20160301160921,5,1,1,25,1,14460,017,8
20160301160925,1,3,5,12,1,33100,011,11
20160301160925,2,3,5,12,1,33100,011,11
20160301160925,3,3,5,12,1,33100,011,11
20160301160925,4,3,5,12,1,33100,011,11
20160301160925,5,3,5,12,1,33100,011,11
20160301160927,1,3,5,24,2,00000,000,14
20160301160927,2,3,5,24,2,00000,000,14
20160301160927,3,3,5,24,2,00000,000,14
20160301160927,4,3,5,24,2,00000,000,14
20160301160931,1,2,3,18,1,23060,000,7
20160301160931,2,2,3,18,1,23060,000,7
20160301160931,3,2,3,18,1,23060,000,7
20160301160935,1,1,2,42,1,37980,101,1
20160301160938,1,4,9,6,1,40900,067,11
20160301160938,2,4,9,6,1,40900,067,11
20160301160939,1,2,4,29,1,28140,000,6
20160301160939,2,2,4,29,1,28140,000,6
20160301160943,1,1,2,42,1,37980,101,10
20160301160946,1,4,9,41,1,41420,000,10
20160301160946,2,4,9,41,1,41420,000,10
20160301160946,3,4,9,41,1,41420,000,10
20160301160946,4,4,9,41,1,41420,000,10
20160301160947,1,3,7,48,1,12420,000,15
20160301160947,2,3,7,48,1,12420,000,15
20160301160947,3,3,7,48,1,12420,000,15
20160301160947,4,3,7,48,1,12420,000,15
20160301160947,5,3,7,48,1,12420,000,15
20160301160948,1,3,7,22,1,35380,103,15
20160301160948,2,3,7,22,1,35380,103,15
20160301160948,4,3,7,22,1,35380,103,15
20160301160949,1,2,3,39,2,00000,000,7
20160301160949,2,2,3,39,2,00000,000,7
20160301160950,1,1,2,34,1,37980,005,12
20160301160950,2,1,2,34,1,37980,005,12
20160301160950,3,1,2,34,1,37980,005,12
20160301160951,1,3,5,13,1,12060,000,8
20160301160951,2,3,5,13,1,12060,000,8
20160301160952,1,4,9,6,1,31080,037,3
20160301160955,1,3,6,28,1,32820,000,2
20160301160955,2,3,6,28,1,32820,000,2
20160301160956,1,3,6,21,1,31140,000,8
20160301160956,2,3,6,21,1,31140,000,8
20160301160956,3,3,6,21,1,31140,000,8
20160301160957,1,3,6,1,1,13820,000,11
20160301160957,2,3,6,1,1,13820,000,11
20160301160958,1,3,7,48,1,36220,135,7
20160301160958,2,3,7,48,1,36220,135,7
20160301160961,1,1,1,9,1,35980,000,8
20160301160962,1,2,3,26,1,19820,125,14
20160301160962,2,2,3,26,1,19820,125,14
20160301160962,3,2,3,26,1,19820,125,14
20160301160962,4,2,3,26,1,19820,125,14
20160301160962,5,2,3,26,1,19820,125,14
20160301160963,1,3,5,51,1,40060,000,11
20160301160963,2,3,5,51,1,40060,000,11
20160301160963,3,3,5,51,1,40060,000,11
20160301160964,1,1,2,36,1,35620,061,11
20160301160964,2,1,2,36,1,35620,061,11
20160301160968,1,4,9,6,1,31080,037,13
20160301160968,2,4,9,6,1,31080,037,13
20160301160968,3,4,9,6,1,31080,037,13
20160301160968,4,4,9,6,1,31080,037,13
20160301160968,5,4,9,6,1,31080,037,13
20160301160968,6,4,9,6,1,31080,037,13
20160301160971,1,4,9,6,1,33700,099,12
20160301160971,2,4,9,6,1,33700,099,12
20160301160971,3,4,9,6,1,33700,099,12
20160301160971,4,4,9,6,1,33700,099,12
20160301160971,5,4,9,6,1,33700,099,12
20160301160971,6,4,9,6,1,33700,099,12
20160301160972,1,2,3,26,1,35660,021,6
20160301160972,2,2,3,26,1,35660,021,6
20160301160973,1,4,9,53,1,42660,000,7
20160301160973,2,4,9,53,1,42660,000,7
20160301160973,3,4,9,53,1,42660,000,7
20160301160973,4,4,9,53,1,42660,000,7
20160301160973,5,4,9,53,1,42660,000,7
20160301160977,1,4,9,6,1,31080,037,3
20160301160983,1,3,5,12,2,00000,000,9
20160301160983,2,3,5,12,2,00000,000,9
20160301160983,3,3,5,12,2,00000,000,9
20160301160987,1,3,7,40,1,36420,000,14
20160301160987,2,3,7,40,1,36420,000,14
20160301160987,3,3,7,40,1,36420,000,14
20160301160989,1,1,1,25,1,12700,001,14
20160301160989,2,1,1,25,1,12700,001,14
20160301160989,3,1,1,25,1,12700,001,14
20160301160989,4,1,1,25,1,12700,001,14
20160301160992,1,3,7,48,1,19100,000,13
20160301160992,2,3,7,48,1,19100,000,13
20160301160992,3,3,7,48,1,19100,000,13
20160301160992,4,3,7,48,1,19100,000,13
20160301160992,5,3,7,48,1,19100,000,13
20160301160998,1,4,9,6,1,44700,077,11
20160301160998,2,4,9,6,1,44700,077,11
20160301160998,3,4,9,6,1,44700,077,11
20160301161000,1,3,7,22,1,12940,063,11
20160301161000,2,3,7,22,1,12940,063,11
20160301161000,3,3,7,22,1,12940,063,11
20160301161001,1,4,9,6,1,31080,037,13
20160301161007,1,4,9,6,1,31080,059,16
20160301161007,2,4,9,6,1,31080,059,16
20160301161009,1,3,5,13,1,12060,057,9
20160301161009,2,3,5,13,1,12060,057,9
20160301161009,3,3,5,13,1,12060,057,9
20160301161009,4,3,5,13,1,12060,057,9
20160301161009,5,3,5,13,1,12060,057,9
20160301161014,1,3,5,37,1,16740,119,14
20160301161014,2,3,5,37,1,16740,119,14
20160301161014,3,3,5,37,1,16740,119,14
20160301161014,4,3,5,37,1,16740,119,14
20160301161014,5,3,5,37,1,16740,119,14
20160301161015,1,3,5,12,1,45300,057,14
20160301161015,2,3,5,12,1,45300,057,14
20160301161015,3,3,5,12,1,45300,057,14
20160301161016,1,1,1,25,1,14460,017,13
20160301161016,2,1,1,25,1,14460,017,13
20160301161017,1,4,9,6,1,23420,019,13
20160301161018,1,2,4,46,2,00000,000,14
20160301161018,2,2,4,46,2,00000,000,14
20160301161018,3,2,4,46,2,00000,000,14
20160301161018,4,2,4,46,2,00000,000,14
20160301161023,1,1,2,42,1,38300,000,14
20160301161023,2,1,2,42,1,38300,000,14
20160301161023,3,1,2,42,1,38300,000,14
20160301161023,4,1,2,42,1,38300,000,14
20160301161023,5,1,2,42,1,38300,000,14
20160301161035,1,2,3,39,2,00000,000,13
20160301161035,2,2,3,39,2,00000,000,13
20160301161035,3,2,3,39,2,00000,000,13
20160301161035,4,2,3,39,2,00000,000,13
20160301161036,1,1,1,25,1,14460,017,6
20160301161036,2,1,1,25,1,14460,017,6
20160301161036,3,1,1,25,1,14460,017,6
20160301161036,4,1,1,25,1,14460,017,6
20160301161039,1,2,3,26,1,22420,049,14
20160301161039,2,2,3,26,1,22420,049,14
20160301161039,3,2,3,26,1,22420,049,14
20160301161053,1,3,5,12,1,33100,086,10
20160301161053,2,3,5,12,1,33100,086,10
20160301161054,1,2,4,29,1,44180,000,9
20160301161054,2,2,4,29,1,44180,000,9
20160301161060,1,3,7,48,1,29700,479,14
20160301161060,2,3,7,48,1,29700,479,14
20160301161060,3,3,7,48,1,29700,479,14
20160301161060,4,3,7,48,1,29700,479,14
20160301161061,1,3,5,12,1,37340,009,15
20160301161061,2,3,5,12,1,37340,009,15
20160301161061,3,3,5,12,1,37340,009,15
20160301161061,4,3,5,12,1,37340,009,15
20160301161074,1,2,4,31,1,36540,055,10
20160301161074,2,2,4,31,1,36540,055,10
20160301161077,1,4,9,6,1,31080,037,14
20160301161077,2,4,9,6,1,31080,037,14
20160301161077,3,4,9,6,1,31080,037,14
20160301161077,4,4,9,6,1,31080,037,14
20160301161079,1,3,5,12,1,33100,086,3
20160301161079,3,3,5,12,1,33100,086,3
20160301161082,1,3,7,48,1,32580,215,14
20160301161082,2,3,7,48,1,32580,215,14
20160301161082,3,3,7,48,1,32580,215,14
20160301161082,4,3,7,48,1,32580,215,14
20160301161087,1,1,2,36,1,15380,000,13
20160301161087,2,1,2,36,1,15380,000,13
20160301161087,3,1,2,36,1,15380,000,13
20160301161087,4,1,2,36,1,15380,000,13
20160301161094,1,2,3,18,1,26900,000,9
20160301161095,1,3,5,12,1,33100,011,16
20160301161095,2,3,5,12,1,33100,011,16
20160301161095,3,3,5,12,1,33100,011,16
20160301161095,4,3,5,12,1,33100,011,16
20160301161095,5,3,5,12,1,33100,011,16
20160301161099,1,4,9,53,1,44060,000,9
20160301161099,2,4,9,53,1,44060,000,9
20160301161103,1,3,7,48,1,26420,000,8
20160301161103,2,3,7,48,1,26420,000,8
20160301161103,3,3,7,48,1,26420,000,8
20160301161103,4,3,7,48,1,26420,000,8
20160301161103,5,3,7,48,1,26420,000,8
20160301161103,6,3,7,48,1,26420,000,8
20160301161103,7,3,7,48,1,26420,000,8
20160301161104,1,1,2,36,1,35620,047,12
20160301161104,2,1,2,36,1,35620,047,12
20160301161106,1,3,5,12,1,33100,011,16
20160301161106,2,3,5,12,1,33100,011,16
20160301161106,3,3,5,12,1,33100,011,16
20160301161106,4,3,5,12,1,33100,011,16
20160301161110,1,1,2,42,2,00000,000,3
20160301161112,1,3,5,45,1,24860,000,9
20160301161112,2,3,5,45,1,24860,000,9
20160301161112,3,3,5,45,1,24860,000,9
20160301161112,5,3,5,45,1,24860,000,9
20160301161112,6,3,5,45,1,24860,000,9
20160301161113,1,3,5,51,1,47260,000,15
20160301161120,1,4,8,4,1,46060,019,4
20160301161120,2,4,8,4,1,46060,019,4
20160301161120,3,4,8,4,1,46060,019,4
20160301161120,4,4,8,4,1,46060,019,4
20160301161121,1,4,9,6,1,31080,037,16
20160301161121,2,4,9,6,1,31080,037,16
20160301161121,3,4,9,6,1,31080,037,16
20160301161122,1,1,1,25,3,00000,000,6
20160301161122,2,1,1,25,3,00000,000,6
20160301161126,1,4,8,4,1,38060,013,14
20160301161126,2,4,8,4,1,38060,013,14
20160301161126,3,4,8,4,1,38060,013,14
20160301161126,4,4,8,4,1,38060,013,14
20160301161127,1,3,5,12,1,45220,000,14
20160301161127,2,3,5,12,1,45220,000,14
20160301161127,3,3,5,12,1,45220,000,14
20160301161128,1,4,9,6,1,23420,019,13
20160301161128,2,4,9,6,1,23420,019,13
20160301161128,3,4,9,6,1,23420,019,13
20160301161128,4,4,9,6,1,23420,019,13
20160301161128,5,4,9,6,1,23420,019,13
20160301161131,1,4,9,6,1,37100,111,5
20160301161132,1,1,2,36,1,35620,005,13
20160301161132,2,1,2,36,1,35620,005,13
20160301161132,3,1,2,36,1,35620,005,13
20160301161132,4,1,2,36,1,35620,005,13
20160301161134,1,3,5,37,1,22180,000,8
20160301161134,2,3,5,37,1,22180,000,8
20160301161135,1,3,7,40,1,36420,000,7
20160301161137,1,3,6,47,1,32820,000,10
20160301161137,2,3,6,47,1,32820,000,10
20160301161137,3,3,6,47,1,32820,000,10
20160301161137,4,3,6,47,1,32820,000,10
20160301161138,1,4,9,6,1,31080,037,11
20160301161138,2,4,9,6,1,31080,037,11
20160301161138,3,4,9,6,1,31080,037,11
20160301161138,4,4,9,6,1,31080,037,11
20160301161140,1,2,3,55,2,00000,000,3
20160301161152,1,4,8,35,1,10740,001,8
20160301161152,2,4,8,35,1,10740,001,8
20160301161152,3,4,8,35,1,10740,001,8
20160301161159,1,4,9,6,1,31080,037,11
20160301161159,2,4,9,6,1,31080,037,11
20160301161159,3,4,9,6,1,31080,037,11
20160301161159,4,4,9,6,1,31080,037,11
20160301161161,1,1,1,33,1,14460,017,12
20160301161161,2,1,1,33,1,14460,017,12
20160301161161,3,1,1,33,1,14460,017,12
20160301161161,4,1,1,33,1,14460,017,12
20160301161161,5,1,1,33,1,14460,017,12
20160301161161,6,1,1,33,1,14460,017,12
20160301161162,1,3,7,22,1,29180,000,10
20160301161162,2,3,7,22,1,29180,000,10
20160301161162,3,3,7,22,1,29180,000,10
20160301161165,1,3,5,24,1,12580,000,15
20160301161165,2,3,5,24,1,12580,000,15
20160301161165,3,3,5,24,1,12580,000,15
20160301161165,4,3,5,24,1,12580,000,15
20160301161166,1,1,1,25,1,49340,027,16
20160301161166,2,1,1,25,1,49340,027,16
20160301161166,3,1,1,25,1,49340,027,16
20160301161166,4,1,1,25,1,49340,027,16
20160301161166,5,1,1,25,1,49340,027,16
20160301161168,1,4,8,8,1,19740,000,8
20160301161168,2,4,8,8,1,19740,000,8
20160301161169,1,1,2,36,1,35620,103,15
20160301161169,2,1,2,36,1,35620,103,15
20160301161169,3,1,2,36,1,35620,103,15
20160301161171,1,2,4,29,1,41180,189,10
20160301161171,2,2,4,29,1,41180,189,10
20160301161171,3,2,4,29,1,41180,189,10
20160301161171,4,2,4,29,1,41180,189,10
20160301161171,5,2,4,29,1,41180,189,10
20160301161171,6,2,4,29,1,41180,189,10
20160301161174,1,4,9,41,1,38900,000,15
20160301161174,2,4,9,41,1,38900,000,15
20160301161176,1,3,5,12,1,29460,105,12
20160301161176,2,3,5,12,1,29460,105,12
20160301161183,1,3,5,13,1,12060,000,9
20160301161186,1,3,5,12,1,27260,000,15
20160301161186,2,3,5,12,1,27260,000,15
20160301161186,3,3,5,12,1,27260,000,15
20160301161186,4,3,5,12,1,27260,000,15
20160301161188,1,3,6,47,2,00000,000,5
20160301161192,1,2,3,39,2,00000,000,13
20160301161192,2,2,3,39,2,00000,000,13
20160301161192,3,2,3,39,2,00000,000,13
20160301161192,4,2,3,39,2,00000,000,13
20160301161192,5,2,3,39,2,00000,000,13
20160301161192,6,2,3,39,2,00000,000,13
20160301161192,7,2,3,39,2,00000,000,13
20160301161197,1,2,3,17,1,00000,000,16
20160301161197,2,2,3,17,1,00000,000,16
20160301161197,3,2,3,17,1,00000,000,16
20160301161197,4,2,3,17,1,00000,000,16
20160301161202,1,1,1,23,2,00000,000,1
20160301161202,2,1,1,23,2,00000,000,1
20160301161202,3,1,1,23,2,00000,000,1
20160301161203,1,3,5,12,1,23540,000,15
20160301161203,2,3,5,12,1,23540,000,15
20160301161203,3,3,5,12,1,23540,000,15
20160301161203,4,3,5,12,1,23540,000,15
20160301161203,5,3,5,12,1,23540,000,15
20160301161203,6,3,5,12,1,23540,000,15
20160301161205,1,1,2,34,1,37980,005,15
20160301161205,2,1,2,34,1,37980,005,15
20160301161205,3,1,2,34,1,37980,005,15
20160301161205,4,1,2,34,1,37980,005,15
20160301161205,5,1,2,34,1,37980,005,15
20160301161205,6,1,2,34,1,37980,005,15
20160301161205,7,1,2,34,1,37980,005,15
20160301161205,8,1,2,34,1,37980,005,15
20160301161210,1,3,5,45,1,25940,000,13
20160301161210,2,3,5,45,1,25940,000,13
20160301161210,3,3,5,45,1,25940,000,13
20160301161213,1,1,2,34,1,35620,000,6
20160301161216,1,3,6,47,2,00000,000,9
20160301161216,2,3,6,47,2,00000,000,9
20160301161216,3,3,6,47,2,00000,000,9
20160301161220,1,4,8,4,1,46060,019,14
20160301161220,2,4,8,4,1,46060,019,14
20160301161222,1,2,4,29,2,00000,000,11
20160301161222,2,2,4,29,2,00000,000,11
